SlNo,State_Code,State,District_Key,District,Confirmed,Active,Recovered,Deceased,Delta_Confirmed,Delta_Active,Delta_Recovered,Delta_Deceased,District_Notes,Last_Updated
96,BR,Bihar,BR_Muzaffarpur,Muzaffarpur,15,15,0,0,0,0,0,0,"",""
97,BR,Bihar,BR_Nalanda,Nalanda,63,27,36,0,0,0,0,0,"",""
98,BR,Bihar,BR_Nawada,Nawada,24,21,3,0,0,0,0,0,"",""
100,BR,Bihar,BR_Patna,Patna,99,61,36,2,0,0,0,0,"",""
102,BR,Bihar,BR_Purnia,Purnia,4,4,0,0,0,0,0,0,"",""
103,BR,Bihar,BR_Rohtas,Rohtas,75,33,41,1,0,0,0,0,"",""
104,BR,Bihar,BR_Saharsa,Saharsa,10,10,0,0,0,0,0,0,"",""
105,BR,Bihar,BR_Samastipur,Samastipur,11,11,0,0,0,0,0,0,"",""
106,BR,Bihar,BR_Saran,Saran,10,2,8,0,0,0,0,0,"",""
107,BR,Bihar,BR_Sheikhpura,Sheikhpura,10,10,0,0,0,0,0,0,"",""
108,BR,Bihar,BR_Sheohar,Sheohar,3,3,0,0,0,0,0,0,"",""
109,BR,Bihar,BR_Sitamarhi,Sitamarhi,7,5,1,1,0,0,0,0,"",""
110,BR,Bihar,BR_Siwan,Siwan,38,6,32,0,0,0,0,0,"",""
111,BR,Bihar,BR_Supaul,Supaul,7,7,0,0,0,0,0,0,"",""
112,BR,Bihar,BR_Vaishali,Vaishali,4,1,2,1,0,0,0,0,"",""
99,BR,Bihar,BR_West Champaran,West Champaran,25,22,3,0,0,0,0,0,"",""
113,CH,Chandigarh,CH_Chandigarh,Chandigarh,191,158,30,3,0,0,0,0,"",""
114,CT,Chhattisgarh,CT_Balod,Balod,0,0,0,0,0,0,0,0,"",""
115,CT,Chhattisgarh,CT_Baloda Bazar,Baloda Bazar,0,0,0,0,0,0,0,0,"",""
116,CT,Chhattisgarh,CT_Balrampur,Balrampur,0,0,0,0,0,0,0,0,"",""
117,CT,Chhattisgarh,CT_Bametara,Bametara,0,0,0,0,0,0,0,0,"",""
118,CT,Chhattisgarh,CT_Bastar,Bastar,0,0,0,0,0,0,0,0,"",""
119,CT,Chhattisgarh,CT_Bijapur,Bijapur,0,0,0,0,0,0,0,0,"",""
120,CT,Chhattisgarh,CT_Bilaspur,Bilaspur,1,0,1,0,0,0,0,0,"",""
121,CT,Chhattisgarh,CT_Dakshin Bastar Dantewada,Dakshin Bastar Dantewada,0,0,0,0,0,0,0,0,"",""
122,CT,Chhattisgarh,CT_Dhamtari,Dhamtari,0,0,0,0,0,0,0,0,"",""
123,CT,Chhattisgarh,CT_Durg,Durg,10,2,8,0,0,0,0,0,"",""
124,CT,Chhattisgarh,CT_Gariaband,Gariaband,0,0,0,0,0,0,0,0,"",""
125,CT,Chhattisgarh,CT_Janjgir Champa,Janjgir Champa,0,0,0,0,0,0,0,0,"",""
126,CT,Chhattisgarh,CT_Jashpur,Jashpur,0,0,0,0,0,0,0,0,"",""
127,CT,Chhattisgarh,CT_Kabeerdham,Kabeerdham,6,0,6,0,0,0,0,0,"",""
128,CT,Chhattisgarh,CT_Kondagaon,Kondagaon,0,0,0,0,0,0,0,0,"",""
129,CT,Chhattisgarh,CT_Korba,Korba,28,0,28,0,0,0,0,0,"",""
130,CT,Chhattisgarh,CT_Koriya,Koriya,0,0,0,0,0,0,0,0,"",""
131,CT,Chhattisgarh,CT_Mahasamund,Mahasamund,0,0,0,0,0,0,0,0,"",""
132,CT,Chhattisgarh,CT_Mungeli,Mungeli,0,0,0,0,0,0,0,0,"",""
133,CT,Chhattisgarh,CT_Narayanpur,Narayanpur,0,0,0,0,0,0,0,0,"",""
134,CT,Chhattisgarh,CT_Raigarh,Raigarh,0,0,0,0,0,0,0,0,"",""
135,CT,Chhattisgarh,CT_Raipur,Raipur,7,0,7,0,0,0,0,0,"",""
136,CT,Chhattisgarh,CT_Rajnandgaon,Rajnandgaon,1,0,1,0,0,0,0,0,"",""
137,CT,Chhattisgarh,CT_Sukma,Sukma,0,0,0,0,0,0,0,0,"",""
138,CT,Chhattisgarh,CT_Surajpur,Surajpur,6,2,4,0,0,0,0,0,"",""
139,CT,Chhattisgarh,CT_Surguja,Surguja,0,0,0,0,0,0,0,0,"",""
140,CT,Chhattisgarh,CT_Uttar Bastar Kanker,Uttar Bastar Kanker,0,0,0,0,0,0,0,0,"",""
144,DL,Delhi,DL_Central Delhi,Central Delhi,184,184,0,0,0,0,0,0,"",""
145,DL,Delhi,DL_East Delhi,East Delhi,38,38,0,0,0,0,0,0,"",""
146,DL,Delhi,DL_New Delhi,New Delhi,37,37,0,0,0,0,0,0,"",""
147,DL,Delhi,DL_North Delhi,North Delhi,60,60,0,0,0,0,0,0,"",""
148,DL,Delhi,DL_North East Delhi,North East Delhi,25,25,0,0,0,0,0,0,"",""
149,DL,Delhi,DL_North West Delhi,North West Delhi,32,31,0,1,0,0,0,0,"",""
150,DL,Delhi,DL_Shahdara,Shahdara,48,48,0,0,0,0,0,0,"",""
151,DL,Delhi,DL_South Delhi,South Delhi,70,70,0,0,0,0,0,0,"",""
152,DL,Delhi,DL_South East Delhi,South East Delhi,130,130,0,0,0,0,0,0,"",""
153,DL,Delhi,DL_South West Delhi,South West Delhi,42,42,0,0,0,0,0,0,"",""
154,DL,Delhi,DL_West Delhi,West Delhi,122,122,0,0,0,0,0,0,"",""
141,DN,Dadra and Nagar Haveli and Daman and Diu,DN_Dadra and Nagar Haveli,Dadra and Nagar Haveli,1,0,1,0,0,0,0,0,"",""
142,DN,Dadra and Nagar Haveli and Daman and Diu,DN_Daman,Daman,0,0,0,0,0,0,0,0,"",""
143,DN,Dadra and Nagar Haveli and Daman and Diu,DN_Diu,Diu,0,0,0,0,0,0,0,0,"",""
155,GA,Goa,GA_North Goa,North Goa,6,0,6,0,0,0,0,0,"",""
156,GA,Goa,GA_South Goa,South Goa,1,0,1,0,0,0,0,0,"",""
0,GJ,Gujarat,GJ_Other State,Other State,1,1,0,0,0,0,0,0,"",""
157,GJ,Gujarat,GJ_Ahmedabad,Ahmedabad,6645,4087,2112,446,0,0,0,0,"",""
158,GJ,Gujarat,GJ_Amreli,Amreli,1,1,0,0,0,0,0,0,"",""
159,GJ,Gujarat,GJ_Anand,Anand,80,3,70,7,0,0,0,0,"",""
160,GJ,Gujarat,GJ_Aravalli,Aravalli,76,52,22,2,0,0,0,0,"",""
161,GJ,Gujarat,GJ_Banaskantha,Banaskantha,82,43,36,3,0,0,0,0,"",""
162,GJ,Gujarat,GJ_Bharuch,Bharuch,32,5,25,2,0,0,0,0,"",""
163,GJ,Gujarat,GJ_Bhavnagar,Bhavnagar,100,47,46,7,0,0,0,0,"",""
164,GJ,Gujarat,GJ_Botad,Botad,56,33,22,1,0,0,0,0,"",""
165,GJ,Gujarat,GJ_Chhota Udaipur,Chhota Udaipur,17,3,14,0,0,0,0,0,"",""
167,GJ,Gujarat,GJ_Dahod,Dahod,20,15,5,0,0,0,0,0,"",""
187,GJ,Gujarat,GJ_Dang,Dang,2,0,2,0,0,0,0,0,"",""
166,GJ,Gujarat,GJ_Devbhumi Dwarka,Devbhumi Dwarka,12,12,0,0,0,0,0,0,"",""
168,GJ,Gujarat,GJ_Gandhinagar,Gandhinagar,142,84,53,5,0,0,0,0,"",""
169,GJ,Gujarat,GJ_Gir Somnath,Gir Somnath,18,15,3,0,0,0,0,0,"",""
170,GJ,Gujarat,GJ_Jamnagar,Jamnagar,33,29,2,2,0,0,0,0,"",""
171,GJ,Gujarat,GJ_Junagadh,Junagadh,4,2,2,0,0,0,0,0,"",""
173,GJ,Gujarat,GJ_Kheda,Kheda,33,22,10,1,0,0,0,0,"",""
172,GJ,Gujarat,GJ_Kutch,Kutch,14,7,6,1,0,0,0,0,"",""
175,GJ,Gujarat,GJ_Mahisagar,Mahisagar,47,11,35,1,0,0,0,0,"",""
174,GJ,Gujarat,GJ_Mehsana,Mehsana,67,28,37,2,0,0,0,0,"",""
176,GJ,Gujarat,GJ_Morbi,Morbi,2,1,1,0,0,0,0,0,"",""
177,GJ,Gujarat,GJ_Narmada,Narmada,13,1,12,0,0,0,0,0,"",""
178,GJ,Gujarat,GJ_Navsari,Navsari,8,1,7,0,0,0,0,0,"",""
179,GJ,Gujarat,GJ_Panchmahal,Panchmahal,66,29,33,4,0,0,0,0,"",""
180,GJ,Gujarat,GJ_Patan,Patan,31,7,22,2,0,0,0,0,"",""
181,GJ,Gujarat,GJ_Porbandar,Porbandar,3,0,3,0,0,0,0,0,"",""
182,GJ,Gujarat,GJ_Rajkot,Rajkot,66,13,51,2,0,0,0,0,"",""
183,GJ,Gujarat,GJ_Sabarkantha,Sabarkantha,27,18,7,2,0,0,0,0,"",""
184,GJ,Gujarat,GJ_Surat,Surat,967,362,562,43,0,0,0,0,"",""
185,GJ,Gujarat,GJ_Surendranagar,Surendranagar,3,2,1,0,0,0,0,0,"",""
186,GJ,Gujarat,GJ_Tapi,Tapi,2,0,2,0,0,0,0,0,"",""
188,GJ,Gujarat,GJ_Vadodara,Vadodara,592,205,355,32,0,0,0,0,"",""
189,GJ,Gujarat,GJ_Valsad,Valsad,6,1,4,1,0,0,0,0,"",""
212,HP,Himachal Pradesh,HP_Bilaspur,Bilaspur,2,2,0,0,0,0,0,0,"",""
213,HP,Himachal Pradesh,HP_Chamba,Chamba,12,6,6,0,0,0,0,0,"",""
214,HP,Himachal Pradesh,HP_Hamirpur,Hamirpur,6,4,2,0,0,0,0,0,"",""
215,HP,Himachal Pradesh,HP_Kangra,Kangra,15,10,4,1,0,0,0,0,"",""
216,HP,Himachal Pradesh,HP_Kinnaur,Kinnaur,0,0,0,0,0,0,0,0,"",""
217,HP,Himachal Pradesh,HP_Kullu,Kullu,0,0,0,0,0,0,0,0,"",""
218,HP,Himachal Pradesh,HP_Lahaul and Spiti,Lahaul and Spiti,0,0,0,0,0,0,0,0,"",""
219,HP,Himachal Pradesh,HP_Mandi,Mandi,2,1,0,1,0,0,0,0,"",""
220,HP,Himachal Pradesh,HP_Shimla,Shimla,1,1,0,0,0,0,0,0,"",""
221,HP,Himachal Pradesh,HP_Sirmaur,Sirmaur,2,0,2,0,0,0,0,0,"",""
222,HP,Himachal Pradesh,HP_Solan,Solan,9,0,5,1,0,0,0,0,Active cases different due to migrated cases,""
223,HP,Himachal Pradesh,HP_Una,Una,17,1,16,0,0,0,0,0,"",""
190,HR,Haryana,HR_Ambala,Ambala,42,2,38,2,0,0,0,0,"",""
191,HR,Haryana,HR_Bhiwani,Bhiwani,6,3,3,0,0,0,0,0,"",""
192,HR,Haryana,HR_Charkhi Dadri,Charkhi Dadri,4,3,1,0,0,0,0,0,"",""
193,HR,Haryana,HR_Faridabad,Faridabad,119,57,58,4,0,0,0,0,"",""
194,HR,Haryana,HR_Fatehabad,Fatehabad,7,6,1,0,0,0,0,0,"",""
195,HR,Haryana,HR_Gurugram,Gurugram,166,104,62,0,0,0,0,0,"",""
196,HR,Haryana,HR_Hisar,Hisar,4,1,3,0,0,0,0,0,"",""
0,HR,Haryana,HR_Italians,Italians,14,0,14,0,0,0,0,0,Italian tourists who were treated in Haryana,""
197,HR,Haryana,HR_Jhajjar,Jhajjar,84,60,24,0,0,0,0,0,"",""
198,HR,Haryana,HR_Jind,Jind,18,8,10,0,0,0,0,0,"",""
199,HR,Haryana,HR_Kaithal,Kaithal,3,1,2,0,0,0,0,0,"",""
200,HR,Haryana,HR_Karnal,Karnal,15,9,5,1,0,0,0,0,"",""
201,HR,Haryana,HR_Kurukshetra,Kurukshetra,3,1,2,0,0,0,0,0,"",""
202,HR,Haryana,HR_Mahendragarh,Mahendragarh,5,5,0,0,0,0,0,0,"",""
203,HR,Haryana,HR_Nuh,Nuh,60,3,57,0,0,0,0,0,"",""
204,HR,Haryana,HR_Palwal,Palwal,37,3,34,0,0,0,0,0,"",""
205,HR,Haryana,HR_Panchkula,Panchkula,23,5,18,0,0,0,0,0,"",""
206,HR,Haryana,HR_Panipat,Panipat,36,11,22,3,0,0,0,0,"",""
207,HR,Haryana,HR_Rewari,Rewari,5,5,0,0,0,0,0,0,"",""
208,HR,Haryana,HR_Rohtak,Rohtak,7,4,2,1,0,0,0,0,"",""
209,HR,Haryana,HR_Sirsa,Sirsa,7,3,4,0,0,0,0,0,"",""
210,HR,Haryana,HR_Sonipat,Sonipat,120,66,54,0,0,0,0,0,"",""
211,HR,Haryana,HR_Yamunanagar,Yamunanagar,8,4,4,0,0,0,0,0,"",""
246,JH,Jharkhand,JH_Bokaro,Bokaro,10,0,9,1,0,0,0,0,"",""
247,JH,Jharkhand,JH_Chatra,Chatra,0,0,0,0,0,0,0,0,"",""
248,JH,Jharkhand,JH_Deoghar,Deoghar,4,2,2,0,0,0,0,0,"",""
249,JH,Jharkhand,JH_Dhanbad,Dhanbad,4,2,2,0,0,0,0,0,"",""
250,JH,Jharkhand,JH_Dumka,Dumka,2,2,0,0,0,0,0,0,"",""
264,JH,Jharkhand,JH_East Singhbhum,East Singhbhum,2,2,0,0,0,0,0,0,"",""
251,JH,Jharkhand,JH_Garhwa,Garhwa,23,20,3,0,0,0,0,0,"",""
252,JH,Jharkhand,JH_Giridih,Giridih,10,9,1,0,4,4,0,0,"",""
253,JH,Jharkhand,JH_Godda,Godda,1,1,0,0,0,0,0,0,"",""
254,JH,Jharkhand,JH_Gumla,Gumla,0,0,0,0,0,0,0,0,"",""
255,JH,Jharkhand,JH_Hazaribagh,Hazaribagh,10,7,3,0,0,0,0,0,"",""
256,JH,Jharkhand,JH_Jamtara,Jamtara,2,2,0,0,0,0,0,0,"",""
257,JH,Jharkhand,JH_Khunti,Khunti,0,0,0,0,0,0,0,0,"",""
258,JH,Jharkhand,JH_Koderma,Koderma,5,4,1,0,0,0,0,0,"",""
259,JH,Jharkhand,JH_Latehar,Latehar,1,1,0,0,0,0,0,0,"",""
260,JH,Jharkhand,JH_Lohardaga,Lohardaga,0,0,0,0,0,0,0,0,"",""
261,JH,Jharkhand,JH_Pakur,Pakur,0,0,0,0,0,0,0,0,"",""
262,JH,Jharkhand,JH_Palamu,Palamu,8,5,3,0,0,0,0,0,"",""
265,JH,Jharkhand,JH_Ramgarh,Ramgarh,0,0,0,0,0,0,0,0,"",""
266,JH,Jharkhand,JH_Ranchi,Ranchi,97,34,61,2,0,0,0,0,"",""
267,JH,Jharkhand,JH_Sahibganj,Sahibganj,0,0,0,0,0,0,0,0,"",""
268,JH,Jharkhand,JH_Saraikela-Kharsawan,Saraikela-Kharsawan,0,0,0,0,0,0,0,0,"",""
269,JH,Jharkhand,JH_Simdega,Simdega,2,0,2,0,0,0,0,0,"",""
263,JH,Jharkhand,JH_West Singhbhum,West Singhbhum,0,0,0,0,0,0,0,0,"",""
224,JK,Jammu and Kashmir,JK_Anantnag,Anantnag,145,127,17,1,0,0,0,0,"",""
226,JK,Jammu and Kashmir,JK_Bandipora,Bandipora,134,25,108,1,0,0,0,0,"",""
227,JK,Jammu and Kashmir,JK_Baramulla,Baramulla,110,50,57,3,0,0,0,0,"",""
225,JK,Jammu and Kashmir,JK_Budgam,Budgam,53,39,14,0,0,0,0,0,"",""
228,JK,Jammu and Kashmir,JK_Doda,Doda,0,0,0,0,0,0,0,0,"",""
229,JK,Jammu and Kashmir,JK_Ganderbal,Ganderbal,23,9,14,0,0,0,0,0,"",""
230,JK,Jammu and Kashmir,JK_Jammu,Jammu,38,12,26,0,0,0,0,0,"",""
231,JK,Jammu and Kashmir,JK_Kathua,Kathua,17,16,1,0,0,0,0,0,"",""
232,JK,Jammu and Kashmir,JK_Kishtwar,Kishtwar,1,0,1,0,0,0,0,0,"",""
233,JK,Jammu and Kashmir,JK_Kulgam,Kulgam,72,66,6,0,0,0,0,0,"",""
234,JK,Jammu and Kashmir,JK_Kupwara,Kupwara,83,38,45,0,0,0,0,0,"",""
235,JK,Jammu and Kashmir,JK_Mirpur,Mirpur,0,0,0,0,0,0,0,0,"",""
236,JK,Jammu and Kashmir,JK_Muzaffarabad,Muzaffarabad,0,0,0,0,0,0,0,0,"",""
237,JK,Jammu and Kashmir,JK_Pulwama,Pulwama,13,9,4,0,0,0,0,0,"",""
238,JK,Jammu and Kashmir,JK_Punch,Punch,0,0,0,0,0,0,0,0,"",""
239,JK,Jammu and Kashmir,JK_Rajouri,Rajouri,4,0,4,0,0,0,0,0,"",""
240,JK,Jammu and Kashmir,JK_Ramban,Ramban,1,0,1,0,0,0,0,0,"",""
241,JK,Jammu and Kashmir,JK_Reasi,Reasi,3,2,1,0,0,0,0,0,"",""
242,JK,Jammu and Kashmir,JK_Samba,Samba,11,7,4,0,0,0,0,0,"",""
243,JK,Jammu and Kashmir,JK_Shopiyan,Shopiyan,105,45,60,0,0,0,0,0,"",""
244,JK,Jammu and Kashmir,JK_Srinagar,Srinagar,136,48,84,4,0,0,0,0,"",""
245,JK,Jammu and Kashmir,JK_Udhampur,Udhampur,22,2,19,1,0,0,0,0,"",""
270,KA,Karnataka,KA_Bagalkote,Bagalkote,68,40,27,1,0,0,0,0,"",""
271,KA,Karnataka,KA_Ballari,Ballari,17,5,12,0,0,0,0,0,"",""
272,KA,Karnataka,KA_Belagavi,Belagavi,113,71,41,1,0,0,0,0,"",""
274,KA,Karnataka,KA_Bengaluru Rural,Bengaluru Rural,6,0,6,0,0,0,0,0,"",""
273,KA,Karnataka,KA_Bengaluru Urban,Bengaluru Urban,184,81,95,7,0,0,0,0,One death on 27th Apr is not included as it's not counted as covid related death by the Karnataka govt.,""
275,KA,Karnataka,KA_Bidar,Bidar,41,26,14,1,0,0,0,0,"",""
276,KA,Karnataka,KA_Chamarajanagara,Chamarajanagara,0,0,0,0,0,0,0,0,"",""
277,KA,Karnataka,KA_Chikkaballapura,Chikkaballapura,24,6,16,2,0,0,0,0,"",""
278,KA,Karnataka,KA_Chikkamagaluru,Chikkamagaluru,0,0,0,0,0,0,0,0,"",""
279,KA,Karnataka,KA_Chitradurga,Chitradurga,7,6,1,0,0,0,0,0,"",""
280,KA,Karnataka,KA_Dakshina Kannada,Dakshina Kannada,28,16,8,4,0,0,0,0,"",""
